"","Medication","Contraindications (CI), drug interactions (DI) or cautions","Adverse Effects","Initial dose; typical dose","Canadian brands","Therapeutic area","Source of suggestion","Evidence package","Decision date","estimate","standard-error","tvalue","pvalue","r_sq","adj_r_sq","ATC code primary","ATC code secondary","sum","maf"
"79","phenytoin","CI: delavirdine DI: azoles, alcohol, amiodarone, antacids, PIPs, H2 antagonists, sulfonamides, sedatives, theophylline, oral contraceptives","nausea, diarrhea, dizzy, ataxia, sedation, somnolence, tremor, liver injury, gingival hyperplasia, nystagmus","150mg; 300mg at nights increase by 50-100mg/day every 1 month until control","Dilantin,Novo-Phenytoin,Taro-Phenytoin,Tremytoine Inj","anticonvulsive medicines","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",0.273904681730478,2.00667920048251,0.136496497130492,0.891653780587367,0.840960395620148,0.835745982361793,"N03AB02","",118,0.861313868613139
"80","pilocarpine","CI: iritis Driving caution","headache/browache, accommodative change, blurred vision, eye irritation, visual impairment, eye pain","1%, 1 drop every 6 hours","Salagen","eye preparations","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",0.5688053912454,2.31724846316049,0.24546586189968,0.806508184144199,0.84101462766815,0.835801992509728,"S01EB01","N07AX01",123,0.897810218978102
"81","potassium","CI: adrenal insufficiency, hyperkalemia, acute dehydration, renal failure, potassium sparing diuretics DI: ACE Inhibitors, ARBs, gulcocorticosteroids, heparin, cardiac glycosides, NSAIDs","nausea, vomiting, abdominal pain, diarrhea, arrhythmia","10% (20mEq /15mls); 15mls every 12 hours dissolved in 100-200mls water","","hormones, other endocrine medicines, and contraceptives","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",-3.56286073129854,2.7149189770145,-1.31232672557193,0.191873573301327,0.843150262257694,0.838007647905488,"A12BA05","",128,0.934306569343066
"82","pravastatin","CI: active liver disease, alcohol and pregnancy DI: digoxin, niacin, fibric acid derivatives","headache, rash, abdominal cramps, diarrhea, nausea, vomitting","40 mg daily","ACT Pravastatin,Apo-Pravastatin,Dom-Pravastatin,JAMP-Pravastatin,Mint-Pravastatin,Mylan-Pravastatin,PMS-Pravastatin,Pravachol,RAN-Pravastatin,Riva-Pravastatin,Sandoz-Pravastatin,Teva-Pravastatin","cardiovascular medicines","Suggestion from clinicians","http://cleanmeds.ca/wp-content/uploads/2016/08/Pravastatin_C.docx","Added on August, 2015",1.86141808056714,1.97278782220925,0.943547024982452,0.347265972178247,0.842088449209708,0.836911021314944,"C10AA03","",25,0.182481751824818
"83","prednisone","DI: aspirin(GI effects), fluoroquinolone (tendon rupture), carbamazepine, phenytoin, vaccines (decreased efficacy)","cushing features, increased blood glucose, skin thinning, psychiatric effects, impaired wound healing, infection,  gastrointestinal bleeding, cataracts, osteoporosis/osteopenia, fluid and electrolyte imbalances, fat redistribution","5mg; 5-60mg one time a day","Apo-Prednisone,JAA-Prednisone,Teva-Prednisone,Winpred","antineoplastic and immunosupressives","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",-0.809227787085085,1.52716006912485,-0.529890614248981,0.597150805997523,0.84130135412023,0.83609811982909,"H02AB07","",88,0.642335766423358
"84","propylthiouracil","CI: liver disease DI: warfarin, digoxin, beta blockers","lupus like vasculitis, agranulocytosis, severe liver disease","100mg; 100-300mg one time a day","Propyl-Thyracil","hormones, other endocrine medicines, and contraceptives","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",2.1135321552701,1.44979952057192,1.45780994218866,0.147462336939232,0.843659520294971,0.838533602927593,"H03BA02","",74,0.54014598540146
"85","ramipril","CI: Angioedema, pregnancy, breast feeding, renal dysfunction DI: diuretic (potassium sparing), lithium","hypotension, dizziness, headache, chest pain, cough, rash, hyperkalemia, nausea , vomiting","2.5mg; 2.510 mg once daily","ACT Ramipril,Altace,Apo-Ramipril,Auro-Ramipri,Dom-Ramipril,JAMP-Ramipril,Mar-Ramipril,Mint-Ramipril,Mylan-Ramipril,PMS-Ramipril,Pro-Ramipril,RAN-Ramipril,Sandoz-Ramipril,Teva-Ramipril,Van-Ramipril","cardiovascular medicines","Suggestion from clinicians","http://cleanmeds.ca/wp-content/uploads/2016/08/Ramipril_C.docx","Added on August, 2015",3.05414096313854,1.68843806992391,1.80885578070161,0.0729360678580535,0.845090673392731,0.840011679077739,"C09AA05","",41,0.299270072992701
"86","ranitidine","DI: warfarin, procainamide, triazolam, midazolam, glipizide, antivirals, ketoconazole","headache, constipation, diarrhea, nausea, vomiting, abdominal discomfort/pain, rash ","150mg; 150-300mg every 12 hours","Acid Reducer,ACT Ranitidine,Apo-Ranitidine,Dom-Ranitidine,Myl-Ranitidine,Mylan-Ranitidine,PHL-Ranitidine,PMS-Ranitidine,RAN-Ranitidine,Ranitidine Injection, USP,Riva-Ranitidine,Sandoz-Ranitidine,Teva-Ranitidine,Zantac,Zantac 75,Zantac Maximum Strength Non-Prescription","gastrointestinal medicines","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",1.48959858997407,2.40430735254137,0.619554146602576,0.536706711603683,0.84143499922892,0.836236146744622,"A02BA02","",125,0.912408759124088
"87","risperidone","CI:epilepsy, thyrotoxicosis, Parkinsons disease, caution with renal or hepatic impairment, cardiovascular disease, pregnancy DI:fluoxetine, paroxetine, quinidine, carbamazepine, phenytoin, rifampin, phenobarbital Elderly patients at increased risk of death","increased appetite, fatigue, nausea, vomiting, constipation, parkinsonism, upper abdominal pain, anxiety, dizziness, tremor, sedation, akathisia, dystonia, blurred vision, stomach discomfort","3mg; 3mg every 12 hours","ACT Risperidone,Apo-Risperidone,Ava-Risperidone,Dom-Risperidone,JAMP-Risperidone,Mar-Risperidone,Mint-Risperidone,Mylan-Risperidone,Mylan-Risperidone ODT,PHL-Risperidone,PMS-Risperidone,PMS-Risperidone ODT,PRO-Risperidone,RAN-Risperidone,ratio-Risperidone,Risperdal,Risperdal Consta,Risperdal M-Tab,Riva-Risperidone,Sandoz-Risperidone,Teva-Risperidone","medicines for mental and behavioural disorders","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",1.83627983631998,1.72949382550134,1.06174408329425,0.290449149302338,0.842392428248062,0.837224966879146,"N05AX08","",94,0.686131386861314
"88","rivaroxaban","CI: active bleeding, increased risk of clinically significant bleeding, hepatic disease, pregnancy, breastfeeding, hypersensitivity, severe renal dysfunction (CrCl <30mL/min) DI: systemic treatment with strong inhibitors of both CYP 3A4 and P-glycoprotein (P-gp), such as ketoconazole, itraconazole, posaconazole, or ritonavir, Concomitant treatment with any other anticoagulant (heparin, oral anticoagulants)","bleeding and associated complications (weakness/paleness/dizziness/headache/dyspnea/unexplained shock)","deep vein thrombosis, pulmonary embolism treatment: 15 mg twice daily","Xarelto","medicines affecting the blood","Suggestion from clinicians","http://cleanmeds.ca/wp-content/uploads/2016/08/Rivaroxaban_C.docx","Added on August, 2015",3.82990270620552,2.84167653530936,1.34776166766939,0.180232456106949,0.843269670197178,0.838130970859381,"B01AF01","",10,0.072992700729927
"89","salbutamol","","tremor, anxiety, increased QT, tachycardia, headache, decreased potassium, increased insulin secretion","metered-dose inhaler: 100mcg/puff 1-2 puffs as needed; disk inhaler 100; 200mcg as needed; nebulizer:2.5; 5mg/neb as needed","Airomir,Apo-Salvent,Apo-Salvent AEM,Apo-Salvent CFC Free,Apo-Salvent Sterules,Dom-Salbutamol,Novo-Salbutamol HFA,PHL-Salbutamol,PMS-Salbutamol,ratio-Ipra-Sal,ratio-Salbutamol,Salbutamol HFA,Sandoz-Salbutamol,Teva-Salbutamol Sterinebs P.F.,Ventolin Diskus,Ventolin HFA,Ventolin I.V. Infusion,Ventolin Nebules P.F.,Ventolin Respirator","medicines acting on the respiratory tract","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",-3.86139079977408,5.61352424619336,-0.687872828266941,0.492838631173047,0.841550643279999,0.836355582403933,"R03AC02","",135,0.985401459854015
"90","salicylic acid","CI: children < 2 years DI:sulfonylureas, methotrexate, anti -coagulants, corticosteroids For Skin use only","excessive skin erythema, scaling","6%; one time a day","Duofilm,Duoforte 27,Occlusal-HP,Sebcur,Soluver,Soluver Plus,Trans-Plantar,Trans-Ver-Sal","dermatological (topical)","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",-2.12507483498993,1.7230023581168,-1.23335573220723,0.219814094499261,0.842894983755034,0.837743999615855,"D01AE12","",110,0.802919708029197
"91","salmeterol","CI: respiratory infection, tachyarythmia DI: sympathomimetics, MOAs or TCAs, ritonavir, CYP3A4 inhibitors","upper respiratory tract infection, pharyngitis, hoarseness, dysphonia, bronchitis, cough, headache, nausea, vomiting, sinusitis, musculoskeletal pain, fever, dizziness","50ug (inhalation) twice daily","Serevent Diskhaler Disk,Serevent Diskus","medicines acting on the respiratory tract","Suggestion from clinicians","http://cleanmeds.ca/wp-content/uploads/2016/08/Salmeterol_C.docx","Added on August, 2015",2.48536062196382,1.69293165563295,1.46808089605637,0.144655768949669,0.843697362393205,0.83857268575036,"R03AC12","",58,0.423357664233577
"92","sertraline","DI: MAOis, triptans, tricyclic antidepressants, fentanyl, lithium, tramadol, tryptophan, buspirone, and st. john's wort","nausea, anxiety, anorexia, decreased sexual desire, hyponatremia, serotonergi syndrome with monoamine oxidase inhibitors","25mg; 25-100mg one time a day","ACT Sertraline,Apo-Sertraline,Auro-Sertraline,Dom-Sertraline,GD-Sertraline,JAMP-Sertraline,Mar-Sertraline,MINT-Sertraline,Mylan-Sertraline,PHL-Sertraline,PMS-Sertraline,Q-Sertraline,Ran-Sertraline,ratio-Sertraline,Riva-Sertraline,Sandoz-Sertraline,Teva-Sertraline,Zoloft","medicines for mental and behavioural disorders","Suggestion from clinicians","http://cleanmeds.ca/wp-content/uploads/2016/08/Sertraline_C.docx","Added on August, 2015",1.60009663422111,1.60913742024466,0.994381594816076,0.322005285552017,0.842214936032116,0.837041655246284,"N06AB06","",58,0.423357664233577
"93","spironolactone","CI: renal and hepatic dysfunction","hyperkalemia","25mg; 25-200mg one time a day","Aldactone,Teva-Spironolactone","diuretics","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",-2.93479167195787,3.59892566269492,-0.815463265156818,0.416396358117776,0.841798410641406,0.836611473285387,"C03DA01","",131,0.956204379562044
"94","tadalafil","CI:, concurrent use of organic nitrate, previous episode of nonarteritic anterior ischemic optic neuropathy DI: amyl nitrate, organic nitrates, itraconazole, ketoconazole","flushing, headache, nausea, hypertension, nasal congestion, respiratory tract infection, nasopharyngitis","2.5 mg once daily","","","Suggestion from clinicians","http://cleanmeds.ca/wp-content/uploads/2016/08/Tadalafil_C.docx","Added on August, 2016",-2.56489174784503,2.67970769268097,-0.957153556281705,0.340382650012429,0.84212167429522,0.836945335747522,"G04BE08","",11,0.0802919708029197
"95","tamsulosin","DI: avoid other _-adrenergic blockers, ketoconazole, erythromycin, paroxetine, terbinafine, caution with cimetidine, warfarin, PDE-5 inhibitors Screen for prostate cancer prior to use","dizziness, asthenia, postural hypotension","0.4mg; 0.4-0.8mg one time a day","po-Tamsulosin CR,Flomax CR,Mylan-Tamsulosin,ratio-Tamsulosin,Sandoz-Tamsulosin,Tamsulosin CR,Teva-Tamsulosin,Teva-Tamsulosin CR","medicines that do not fall under a WHO class","Canadian clinical practice guidelines","http://cleanmeds.ca/wp-content/uploads/2016/08/Tamsulosin_C.docx","Added on August, 2015",5.08355620094665,1.64349440789047,3.0931387271781,0.00245551477246732,0.852503134983361,0.84766717219593,"G04CA02","",44,0.321167883211679
"96","tenofovir disoproxil fumarate","CI: hypersensitivity to tenofovir DI:Adeforvir, Didanosine, NSAIDs","insomnia, headache, dizziness, depression, pruritis, skin rash, nausea, vomiting, diarrhea, abdominal pain, decreased bone mineral density, fat redistribution, immune reconstitution syndrome, lactic acidosis, hepatomegaly, renal toxicity, pancreatitis","Adult: 300 mg once daily (in combination with other antiretrovirals)","Viread","anti-infective medicines","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",0.0644354706288667,1.51266105036016,0.0425974282959985,0.96609208360956,0.84093847357147,0.835723341557419,"J05AF07","",89,0.64963503649635
"97","tiotropium","CI:not for emergency use, milk and taropine derivative allergy DI:anticholinergic-containing drugs Ask for hypersensitivity to milk proteins or atropine derivatives (ipratropium)","dry mouth, taste changes, abdominal pain, urinary tract infection, upper respiratory tract infection, chest pain, edema, vomiting, myalgia, moniliasis, rash, dyspepsia, pharyngitis, rhinitis","18mcg for inhalation; 1 cap inhaled one time a day","Spiriva,Spiriva Respimat","medicines acting on the respiratory tract","Canadian clinical practice guidelines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",4.04385669580708,1.94310774401826,2.08112839252267,0.039513966867914,0.84638940406076,0.841352991079146,"R03BB04","",27,0.197080291970803
"98","tranexamic acid","CI: acquired defective color vision; history or risk of thrombosis, active thromboembolic disease, subarachnoid hemorrhage, hematuria DI:contraceptives (estrogens),contraceptives (progestins)","hypotension, giddiness, allergic dermatitis, unusal menstrual discomfort, diarrhea, nausea, vomiting, headache, abdominal pain, back pain","1,300 mg 3 times daily (3,900 mg daily) for up to 5 days during monthly menstruation","","","Suggestion from clinicians","http://cleanmeds.ca/wp-content/uploads/2016/08/Tranexamic acid_C.docx","Added on August, 2016",-0.076166337690126,1.48958813846253,-0.0511324813372512,0.959303577838585,0.840939516562157,0.835724418744523,"B02AA02","",59,0.430656934306569
"99","tretinoin","CI: hypersensitivity DI: topical OTC preparations, topical medications, medicated or abrasive soaps and cleansers, products with strong drying effect, products with high concentrations of alcohol, astringents, spices, or lime","dry skin, peeling/scaling/flaking skin, skin burning sensation, erythema","apply once daily to affected skin areas; use thin layer to cover the entire affected area","Retin-A,Retin-A Micro,Stieva-A,Vitamin A Acid","antineoplastic and immunosupressives","Commonly prescribed medication","http://cleanmeds.ca/wp-content/uploads/2016/08/Tretinoin_CA.docx","Added on March, 2016",0.0788960503940038,1.61738383159356,0.0487800414798692,0.961174355592716,0.840939210131332,0.835724102266785,"D10AD01","L01XX14",47,0.343065693430657
"100","trimethoprim","CI:hypersensitivity, pregnancy, breast feeding, children under 12yrs, impaired kidney or liver function, megaloblastic anemia DI:Phenytoin Best in combination with sulfamethoxazole","anemia, thrombocytopenia, neutropenia, nausea, vomiting, abdominal discomfort","100mg; 100mg every 12 hours","","anti-infective medicines","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",1.9850806902319,3.99950897280613,0.496331100574861,0.620553893972809,0.841256645198261,0.836051945040827,"J01EA01","",132,0.963503649635037
"101","varenicline","CI: hypersensitivity, pregnancy, nursing mothers  DI: alcohol","nausea, vomiting, upset stomach, flatulence, constipation, headache, insomnia, somnolence, mild or serious psychiatric symptoms, abnormal dreams, fatigue, upper respiratory tract disorder, dry mouth, sleep disorder, increased appetite","Days 1-3: 0.5mg once daily Days 4-7: 0.5mg twice daily Days 8 - end of treatment: 1mg twice daily Treat for 12 weeks","Champix","medicines for mental and behavioural disorders","Commonly prescribed medication","http://cleanmeds.ca/wp-content/uploads/2016/08/Varenicline_CA.docx","Added on March, 2016",4.3685365504192,3.16351788622833,1.38091096922089,0.16983072887965,0.843384085291008,0.838249137267762,"N07BA03","",8,0.0583941605839416
"102","warfarin","CI: pregnancy, active bleeding, hemorrhagic disorders, previous warfarin induced skin necrosis, recent surgery, noncompliant patients DI: alcohol, allopurinol, amiodarone, cimetidine, fibrates, NSAIDs/Coxibs, phenobarbital, st. johns wort","bleeding, bruising, nausea, diarrhea, abdominal cramping, fever","2mg; 2-10mg one time a day","Apo-Warfarin,Coumadin,Mylan-Warfarin,Novo-Warfarin,Taro-Warfarin","medicines affecting the blood","WHO Model List of Essential Medicines","http://www.who.int/medicines/publications/essentialmedicines/EML_2015_FINAL_amended_NOV2015.pdf?ua=1","Added on August, 2015",3.45193648385397,1.76790431715548,1.95255843337046,0.0531622112821869,0.845756206667714,0.840699033115835,"B01AA03","",110,0.802919708029197
